# phi_mrg_22 logL logPrior
3.572916805263045337e+00 -2.174482349865144934e+05 0.000000000000000000e+00
3.782400522479895777e+00 -4.718916093416506052e+07 0.000000000000000000e+00
3.572610813130697061e+00 -2.174736355390565004e+05 0.000000000000000000e+00
3.572806267769939925e+00 -2.174342256972150644e+05 0.000000000000000000e+00
3.572806231138501154e+00 -2.174342254013266647e+05 0.000000000000000000e+00
3.572933952259329526e+00 -2.174527576789442101e+05 0.000000000000000000e+00
3.572801523553645442e+00 -2.174342113433254999e+05 0.000000000000000000e+00
3.574175967209158866e+00 -2.194586181768207462e+05 0.000000000000000000e+00
3.572599443408583930e+00 -2.174784515398229123e+05 0.000000000000000000e+00
3.572809771420909719e+00 -2.174342673086584546e+05 0.000000000000000000e+00
3.573779374320332991e+00 -2.184583105189419002e+05 0.000000000000000000e+00
4.225920457245925910e+00 -4.419330980858411789e+08 0.000000000000000000e+00
3.573047239332522551e+00 -2.174984953908921452e+05 0.000000000000000000e+00
3.572819065639892155e+00 -2.174345053371564718e+05 0.000000000000000000e+00
3.572454357263841196e+00 -2.175642669197334908e+05 0.000000000000000000e+00
3.572796130639770418e+00 -2.174342536933918600e+05 0.000000000000000000e+00
3.572876432194446839e+00 -2.174400782744337921e+05 0.000000000000000000e+00
3.572825603618261514e+00 -2.174347838576436625e+05 0.000000000000000000e+00
3.572786466484776380e+00 -2.174344857405083603e+05 0.000000000000000000e+00
3.573190909509862401e+00 -2.175961166248556692e+05 0.000000000000000000e+00
3.572815916299073358e+00 -2.174344039137715881e+05 0.000000000000000000e+00
3.711545628113916084e+00 -2.084171856077321619e+07 0.000000000000000000e+00
3.572791572387173265e+00 -2.174343381660744781e+05 0.000000000000000000e+00
3.572804980461400604e+00 -2.174342170268457849e+05 0.000000000000000000e+00
3.572393436732881788e+00 -2.176137679509445443e+05 0.000000000000000000e+00
3.572767411862126874e+00 -2.174355305076539807e+05 0.000000000000000000e+00
3.572823552713757067e+00 -2.174346866127435933e+05 0.000000000000000000e+00
3.578620945672561060e+00 -2.537643821790150250e+05 0.000000000000000000e+00
3.573049282130067450e+00 -2.174995729601908242e+05 0.000000000000000000e+00
3.572798889583905790e+00 -2.174342242292382289e+05 0.000000000000000000e+00
3.572802939175633519e+00 -2.174342105697428051e+05 0.000000000000000000e+00
3.572810136023864658e+00 -2.174342731524192495e+05 0.000000000000000000e+00
3.572779093533557493e+00 -2.174347975732461491e+05 0.000000000000000000e+00
3.572824069059723495e+00 -2.174347102452989784e+05 0.000000000000000000e+00
3.572700199690859613e+00 -2.174454379620314576e+05 0.000000000000000000e+00
3.572812603570975298e+00 -2.174343202011500834e+05 0.000000000000000000e+00
3.585311427731590062e+00 -3.853486691683795070e+05 0.000000000000000000e+00
3.573118373730800545e+00 -2.175412927740220039e+05 0.000000000000000000e+00
3.683824721307568328e+00 -1.343119420650552958e+07 0.000000000000000000e+00
3.589221345187853185e+00 -5.067211437383872690e+05 0.000000000000000000e+00
3.572805080847593295e+00 -2.174342175751091563e+05 0.000000000000000000e+00
3.572815906412666997e+00 -2.174344036289009382e+05 0.000000000000000000e+00
3.572801361420594457e+00 -2.174342117064406630e+05 0.000000000000000000e+00
3.572878111698975179e+00 -2.174403478521127254e+05 0.000000000000000000e+00
3.572850786846659688e+00 -2.174367139355120598e+05 0.000000000000000000e+00
3.572806588148415230e+00 -2.174342284077856457e+05 0.000000000000000000e+00
4.844009799321449705e+00 -1.513057952470474482e+09 0.000000000000000000e+00
3.572927941813720754e+00 -2.174511005328850006e+05 0.000000000000000000e+00
3.572792975058419529e+00 -2.174343074220962881e+05 0.000000000000000000e+00
3.485763611377285631e+00 -8.342089743217124604e+06 0.000000000000000000e+00
3.572735738184255716e+00 -2.174389914337615483e+05 0.000000000000000000e+00
3.615153779269715706e+00 -2.141948126119961496e+06 0.000000000000000000e+00
3.573873728470411848e+00 -2.186656926076340314e+05 0.000000000000000000e+00
3.572757664468295680e+00 -2.174363662340153242e+05 0.000000000000000000e+00
3.572797914793272245e+00 -2.174342327731558180e+05 0.000000000000000000e+00
3.572808580535363543e+00 -2.174342502093343064e+05 0.000000000000000000e+00
3.572786390951706359e+00 -2.174344883436092059e+05 0.000000000000000000e+00
3.572810851630144224e+00 -2.174342854515049257e+05 0.000000000000000000e+00
3.572794715362275664e+00 -2.174342751475689001e+05 0.000000000000000000e+00
3.572801436651614981e+00 -2.174342115309353394e+05 0.000000000000000000e+00
3.572375062677856317e+00 -2.176302613172630663e+05 0.000000000000000000e+00
3.572771514129668535e+00 -2.174352397555599455e+05 0.000000000000000000e+00
3.572755944512661763e+00 -2.174365348660456075e+05 0.000000000000000000e+00
3.572717729750793048e+00 -2.174419193098690885e+05 0.000000000000000000e+00
3.572773495408708477e+00 -2.174351122651954938e+05 0.000000000000000000e+00
3.572778795051080536e+00 -2.174348126545530395e+05 0.000000000000000000e+00
3.572799407809853278e+00 -2.174342205173555994e+05 0.000000000000000000e+00
3.578580231613057716e+00 -2.532577293327257503e+05 0.000000000000000000e+00
3.646996739639796203e+00 -6.122080995795698836e+06 0.000000000000000000e+00
3.572952586837833788e+00 -2.174583882723566203e+05 0.000000000000000000e+00
3.572717729750793048e+00 -2.174419193098690885e+05 0.000000000000000000e+00
3.572856421717573117e+00 -2.174373321554998402e+05 0.000000000000000000e+00
3.572803851273306908e+00 -2.174342123496864224e+05 0.000000000000000000e+00
3.572805082794192622e+00 -2.174342175859542913e+05 0.000000000000000000e+00
3.572795366390117078e+00 -2.174342647447139025e+05 0.000000000000000000e+00
3.514987468976626950e+00 -3.803456266628938261e+06 0.000000000000000000e+00
3.572872363189255829e+00 -2.174394502587189199e+05 0.000000000000000000e+00
3.572786670715154322e+00 -2.174344787634161476e+05 0.000000000000000000e+00
3.583943625387425946e+00 -3.506351662432691664e+05 0.000000000000000000e+00
3.581685033932639151e+00 -3.021032985165357823e+05 0.000000000000000000e+00
3.572393436732881788e+00 -2.176137679509445443e+05 0.000000000000000000e+00
3.572393436732881788e+00 -2.176137679509445443e+05 0.000000000000000000e+00
3.572694024542583779e+00 -2.174468345325992559e+05 0.000000000000000000e+00
3.572850216214969343e+00 -2.174366551296717953e+05 0.000000000000000000e+00
3.572697469814968052e+00 -2.174460452573634684e+05 0.000000000000000000e+00
3.572808036328126935e+00 -2.174342434086396242e+05 0.000000000000000000e+00
3.573024549706107056e+00 -2.174871288922963722e+05 0.000000000000000000e+00
3.572829024672849130e+00 -2.174349661579201347e+05 0.000000000000000000e+00
3.572784966830039100e+00 -2.174345397150898352e+05 0.000000000000000000e+00
3.572565827554036400e+00 -2.174943134034040850e+05 0.000000000000000000e+00
3.774309396480717727e+00 -4.364469757433979213e+07 0.000000000000000000e+00
3.572804614275178370e+00 -2.174342152102469117e+05 0.000000000000000000e+00
3.572780070594976376e+00 -2.174347495430782437e+05 0.000000000000000000e+00
3.572890621155650592e+00 -2.174425462246476382e+05 0.000000000000000000e+00
3.568557539477001050e+00 -2.367715357778505422e+05 0.000000000000000000e+00
3.576979342010511598e+00 -2.361561567713848781e+05 0.000000000000000000e+00
3.572082592591642403e+00 -2.179903565336345928e+05 0.000000000000000000e+00
3.572717729750793048e+00 -2.174419193098690885e+05 0.000000000000000000e+00
3.572802858810767201e+00 -2.174342104985062615e+05 0.000000000000000000e+00
3.572768604813151061e+00 -2.174354422316347482e+05 0.000000000000000000e+00
3.573409165040139168e+00 -2.178291862700586207e+05 0.000000000000000000e+00
3.572796876503122387e+00 -2.174342441166572389e+05 0.000000000000000000e+00
3.572805746179820385e+00 -2.174342217555684911e+05 0.000000000000000000e+00
3.574512143223546712e+00 -2.205708932337134320e+05 0.000000000000000000e+00
2.933764915906129200e+00 -4.237388819782756567e+08 0.000000000000000000e+00
3.573108046787313086e+00 -2.175344057816699496e+05 0.000000000000000000e+00
3.532086468918244293e+00 -1.996218123620701954e+06 0.000000000000000000e+00
3.572717729750793048e+00 -2.174419193098690885e+05 0.000000000000000000e+00
3.572694024542583779e+00 -2.174468345325992559e+05 0.000000000000000000e+00
3.570178747451151935e+00 -2.248216419242708362e+05 0.000000000000000000e+00
4.314268640484512751e+00 -5.636557864209623337e+08 0.000000000000000000e+00
3.583823701668684691e+00 -3.477830664021453122e+05 0.000000000000000000e+00
3.575458757494554440e+00 -2.250059782409503823e+05 0.000000000000000000e+00
3.572795359309683505e+00 -2.174342648529584403e+05 0.000000000000000000e+00
4.251381700199539537e+00 -4.756887766601189375e+08 0.000000000000000000e+00
3.572878238875001333e+00 -2.174403685117368586e+05 0.000000000000000000e+00
3.572795837155700482e+00 -2.174342577890094835e+05 0.000000000000000000e+00
3.572790454772277524e+00 -2.174343656848398969e+05 0.000000000000000000e+00
3.572819478948884075e+00 -2.174345202277811477e+05 0.000000000000000000e+00
3.572786735826549265e+00 -2.174344765578467050e+05 0.000000000000000000e+00
3.572803671291036487e+00 -2.174342118570518796e+05 0.000000000000000000e+00
3.572792220924140505e+00 -2.174343234264836356e+05 0.000000000000000000e+00
3.572804905798948827e+00 -2.174342166330982000e+05 0.000000000000000000e+00
3.573831602688616105e+00 -2.185707428008266143e+05 0.000000000000000000e+00
3.572393436732881788e+00 -2.176137679509445443e+05 0.000000000000000000e+00
3.572800518807695003e+00 -2.174342145020784228e+05 0.000000000000000000e+00
3.573041126150794167e+00 -2.174953242119155184e+05 0.000000000000000000e+00
3.572790022673702826e+00 -2.174343770428966964e+05 0.000000000000000000e+00
3.572800952981339151e+00 -2.174342128712644917e+05 0.000000000000000000e+00
3.572834528489769568e+00 -2.174353121570023359e+05 0.000000000000000000e+00
3.559345281297803698e+00 -4.117713373204801464e+05 0.000000000000000000e+00
3.563607888531531653e+00 -3.081567076109111076e+05 0.000000000000000000e+00
3.571756937151407296e+00 -2.186073270364767523e+05 0.000000000000000000e+00
3.572887610706266592e+00 -2.174419864902039990e+05 0.000000000000000000e+00
